Unternehmen,Monat,Produktion_Budget,Produktion_Kosten,Personal_Budget,Personal_Kosten,IT_Budget,IT_Kosten,Marketing_Budget,Marketing_Kosten,Logistik_Budget,Logistik_Kosten,Sonstiges_Budget,Sonstiges_Kosten,Budget_Gesamt,Ausgaben_Gesamt,Umsatz,Gewinn
Ford Motor Company,09-2023,22000000,21685300,10900000,11521500,7700000,7729400,6400000,6303900,3900000,4559100,3700000,4031400,54600000,55830600,78162840,22332240
Ford Motor Company,10-2023,22500000,20317400,12100000,11339300,7400000,6923200,6700000,6481700,3800000,4091300,4300000,4184800,56800000,53337700,74672780,21335080
Ford Motor Company,11-2023,22000000,19677900,11300000,11802400,7200000,7035100,5900000,5929200,4500000,4359900,3600000,4381400,54500000,53185900,74460260,21274360
Ford Motor Company,12-2023,21900000,19767700,11600000,11267400,7100000,7438500,7000000,6058200,4200000,4333300,4700000,3915600,56500000,52780700,73892980,21112280
Ford Motor Company,01-2024,22000000,21564800,11500000,11601500,7000000,7445700,6600000,6684400,4600000,4624600,4700000,4331100,56400000,56252100,78752940,22500840
Ford Motor Company,02-2024,22300000,21845600,11400000,11036400,7700000,7084200,6300000,6659700,4900000,4500200,4100000,3857400,56700000,54983500,76976900,21993400
Ford Motor Company,03-2024,22000000,19620600,11400000,11757500,8200000,7838100,6500000,6127200,4500000,4371500,4600000,4480500,57200000,54195400,75873560,21678160
Ford Motor Company,04-2024,22100000,20020700,12300000,11162400,6700000,6722800,6100000,5989500,4900000,4105000,4600000,4053400,56700000,52053800,72875320,20821520
Ford Motor Company,05-2024,21800000,21761600,11400000,10968600,7600000,7820700,6100000,5973500,3900000,4465300,3600000,4236900,54400000,55226600,77317240,22090640
Ford Motor Company,06-2024,21900000,20981200,12100000,11733100,6900000,7115700,6000000,6388000,4700000,4854700,4700000,3992200,56300000,55064900,77090860,22025960
Ford Motor Company,07-2024,22000000,19766900,11400000,11273500,7700000,7452700,5900000,6735200,3900000,4061000,4300000,4151200,55200000,53440500,74816700,21376200
Ford Motor Company,08-2024,21600000,19968000,12500000,11947200,7800000,6739100,6300000,6750700,4300000,4424800,3900000,3961500,56400000,53791300,75307820,21516520
Ford Motor Company,09-2024,22100000,21224600,10800000,11666700,8100000,7623000,7100000,6232400,3800000,4275900,4500000,3730800,56400000,54753400,76654760,21901360
Ford Motor Company,10-2024,22000000,19555100,11500000,11630500,7500000,7306800,6700000,6617700,4300000,4663400,4600000,4081700,56600000,53855200,75397280,21542080
Ford Motor Company,11-2024,22400000,19526500,12200000,11367100,8100000,7806300,6100000,6559600,4300000,4304800,4600000,4369300,57700000,53933600,75507040,21573440
Ford Motor Company,12-2024,22300000,21697800,10600000,11943800,6600000,7726000,6500000,6646300,4800000,4247500,4600000,4052900,55400000,56314300,78840020,22525720
BMW AG,01-2015,22100000,19790400,12100000,11784100,7000000,6894500,6300000,5916900,4300000,4490900,4300000,4315400,56100000,53192200,74469080,21276880
BMW AG,02-2015,21600000,21351900,11600000,11979700,7600000,7662200,6200000,6468200,4100000,4431300,4000000,3775000,55100000,55668300,77935620,22267320
BMW AG,03-2015,21900000,20789100,12200000,11078500,7600000,7841300,5800000,6309800,4800000,4617200,4200000,4307300,56500000,54943200,76920480,21977280
BMW AG,04-2015,21500000,19989300,11800000,11576700,6700000,7833500,6600000,6115700,4400000,4227400,4000000,4009000,55000000,53751600,75252240,21500640
BMW AG,05-2015,22200000,21553800,10900000,11234700,8000000,7014700,6200000,6110900,4400000,4435000,3500000,4402700,55200000,54751800,76652520,21900720
BMW AG,06-2015,22300000,20757000,12500000,11149700,7100000,7537300,6600000,6497800,4600000,4800600,3900000,4121800,57000000,54864200,76809880,21945680
BMW AG,07-2015,22500000,21351700,10900000,11088500,8200000,6813800,5900000,6333800,5100000,4411000,3900000,4336100,56500000,54334900,76068860,21733960
BMW AG,08-2015,21800000,21331100,12400000,11208100,7800000,7045300,5800000,6277100,4100000,4098800,4600000,3980700,56500000,53941100,75517540,21576440
BMW AG,09-2015,21600000,21073600,12000000,11094800,7500000,6792900,6200000,6677300,5100000,4247800,3900000,4400400,56300000,54286800,76001520,21714720
BMW AG,10-2015,21600000,19994700,11400000,11636700,7200000,6898500,6800000,6036200,4700000,4475400,4100000,3942100,55800000,52983600,74177040,21193440
BMW AG,11-2015,21600000,21769900,11200000,10980800,7500000,7321400,6400000,6549900,4200000,4104900,4400000,4375400,55300000,55102300,77143220,22040920
BMW AG,12-2015,21600000,21219100,12200000,11943600,8100000,7874600,7100000,6359600,4000000,4359500,4600000,4383200,57600000,56139600,78595440,22455840
BMW AG,01-2016,22100000,19887300,11100000,11900000,6700000,7615300,7000000,6371600,4400000,4257900,3600000,4116500,54900000,54148600,75808040,21659440
BMW AG,02-2016,22000000,19952400,11900000,11313600,8100000,7230700,6400000,6139300,4000000,4255600,4700000,4344300,57100000,53235900,74530260,21294360
BMW AG,03-2016,21800000,21618600,11600000,11249500,6700000,7632900,5900000,6399300,3900000,4716700,3800000,4244600,53700000,55861600,78206240,22344640
BMW AG,04-2016,22500000,20558100,11200000,11675900,8000000,7073000,6300000,6710000,4500000,4105100,3800000,4066900,56300000,54189000,75864600,21675600
BMW AG,05-2016,21700000,21938800,10600000,11631100,6700000,6816900,6400000,6281200,4900000,4667500,4200000,3758100,54500000,55093600,77131040,22037440
BMW AG,06-2016,22500000,20757700,11100000,11421000,7500000,7105800,7000000,6270200,4100000,4823700,4600000,4199700,56800000,54578100,76409340,21831240
BMW AG,07-2016,21700000,19669600,11000000,11633700,7100000,7799300,6300000,6016800,4500000,4299300,4400000,3991700,55000000,53410400,74774560,21364160
BMW AG,08-2016,22000000,20149300,12300000,11895200,8200000,6955500,6700000,6591300,3900000,4675000,3900000,4231300,57000000,54497600,76296640,21799040
BMW AG,09-2016,21500000,20721800,10700000,11133700,8000000,6707100,5800000,6492700,5100000,4492900,3500000,4427400,54600000,53975600,75565840,21590240
BMW AG,10-2016,22400000,21022500,12100000,11640500,7800000,7162400,5800000,6371000,5000000,4893700,4500000,3705000,57600000,54795100,76713140,21918040
BMW AG,11-2016,21600000,21018900,12300000,11672400,6800000,7234200,5800000,5991600,5100000,4096200,4200000,4489400,55800000,54502700,76303780,21801080
BMW AG,12-2016,22500000,21196900,11800000,11613500,7200000,7072900,6200000,6772500,4700000,4174400,4700000,3930700,57100000,54760900,76665260,21904360
BMW AG,01-2017,21900000,19884200,11300000,11626900,7400000,6725500,6000000,6324800,4300000,4181300,4400000,4178100,55300000,52920800,74089120,21168320
BMW AG,02-2017,22000000,20866300,11100000,10910600,8200000,7564000,6000000,6775400,4200000,4536500,4500000,4397600,56000000,55050400,77070560,22020160
BMW AG,03-2017,22400000,20166300,12100000,11233700,7100000,7144200,6200000,5914800,5100000,4522500,3900000,3710600,56800000,52692100,73768940,21076840
BMW AG,04-2017,21600000,20005700,11400000,11150500,8000000,7756100,6000000,6480200,4200000,4669700,3900000,4181800,55100000,54244000,75941600,21697600
BMW AG,05-2017,21800000,19916500,11000000,11245000,8200000,7009900,6400000,5958500,4200000,4165100,4400000,4187500,56000000,52482500,73475500,20993000
BMW AG,06-2017,22000000,21986400,11600000,11359100,6600000,7636500,6800000,5903300,4800000,4128400,3500000,4406500,55300000,55420200,77588280,22168080
BMW AG,07-2017,22400000,20656300,11400000,11765400,6800000,7200700,6400000,6057600,3800000,4337900,4200000,4193500,55000000,54211400,75895960,21684560
BMW AG,08-2017,22200000,21030200,11800000,11276900,6500000,7373500,7000000,5940500,4400000,4847600,4000000,3800700,55900000,54269400,75977160,21707760
BMW AG,09-2017,22400000,19808400,12300000,11491500,8200000,7560700,6300000,6077000,4800000,4872600,4200000,4346700,58200000,54156900,75819660,21662760
BMW AG,10-2017,22200000,21362100,11400000,11844800,7500000,7286300,6900000,6425800,4500000,4288000,3800000,3988100,56300000,55195100,77273140,22078040
BMW AG,11-2017,21600000,19969300,11900000,11605200,8000000,7317900,6400000,6703300,4300000,4098800,4100000,4471700,56300000,54166200,75832680,21666480
BMW AG,12-2017,22100000,21557600,11700000,11046200,6500000,7211000,6500000,6225200,4900000,4634400,4700000,4112300,56400000,54786700,76701380,21914680
BMW AG,01-2018,21500000,21538800,12200000,11120300,7700000,7844800,6400000,6589200,4400000,4796700,4300000,4439200,56500000,56329000,78860600,22531600
BMW AG,02-2018,22300000,20553800,11700000,10975500,7200000,7013100,7000000,6345000,4400000,4380700,4400000,3729900,57000000,52998000,74197200,21199200
BMW AG,03-2018,22500000,19539300,11800000,10939500,7400000,7405400,6300000,6037500,4700000,4569600,4700000,3960800,57400000,52452100,73432940,20980840
BMW AG,04-2018,21600000,20200100,12500000,10972700,7900000,7388200,6900000,6172200,3900000,4573800,4400000,3805100,57200000,53112100,74356940,21244840
BMW AG,05-2018,22100000,21837000,12300000,11398400,7300000,6961200,6200000,6326000,4600000,4258600,3700000,4115500,56200000,54896700,76855380,21958680
BMW AG,06-2018,21600000,21508500,11500000,11347100,6900000,7213400,7100000,6508600,4100000,4304300,4500000,4265700,55700000,55147600,77206640,22059040
BMW AG,07-2018,22100000,20872500,11000000,11852800,7400000,6930900,7100000,6004400,3800000,4368700,4400000,3932100,55800000,53961400,75545960,21584560
BMW AG,08-2018,22000000,20065600,11200000,11155600,7200000,7003500,6700000,6310000,3900000,4311300,4300000,4493500,55300000,53339500,74675300,21335800
BMW AG,09-2018,22000000,20169900,11600000,11368900,7700000,7668800,6600000,6756000,4600000,4716300,4600000,4271100,57100000,54951000,76931400,21980400
BMW AG,10-2018,22500000,21574500,12100000,11910900,6900000,7497100,5800000,6309700,4700000,4714800,3700000,4027700,55700000,56034700,78448580,22413880
BMW AG,11-2018,22300000,20600700,11500000,11384400,7600000,7563300,6100000,6036700,4200000,4123700,4200000,3959200,55900000,53668000,75135200,21467200
BMW AG,12-2018,22000000,19809800,11600000,11117200,7700000,7757200,6800000,6578600,3900000,4598600,3900000,3734400,55900000,53595800,75034120,21438320
BMW AG,01-2019,22200000,19695400,11300000,11329500,7400000,7830500,6700000,6259500,3900000,4383700,3800000,4105000,55300000,53603600,75045040,21441440
BMW AG,02-2019,21900000,20283800,12200000,11254100,7500000,7282600,6400000,6781700,4700000,4352700,4500000,3735500,57200000,53690400,75166560,21476160
BMW AG,03-2019,22000000,21380100,11500000,11511200,6600000,7261400,6400000,6367600,5100000,4085900,4700000,4475300,56300000,55081500,77114100,22032600
BMW AG,04-2019,22400000,20178500,11600000,11466100,6800000,7570400,6700000,6335300,4400000,4853900,4100000,4027400,56000000,54431600,76204240,21772640
BMW AG,05-2019,22500000,20406700,12400000,11461700,8000000,7745500,6200000,6353300,4700000,4659100,4600000,4134000,58400000,54760300,76664420,21904120
BMW AG,06-2019,21600000,20089300,10700000,11620900,7900000,7291000,6600000,6463000,4000000,4214500,4300000,4101000,55100000,53779700,75291580,21511880
BMW AG,07-2019,21600000,19818600,11200000,11328300,6600000,6939700,6300000,5988400,4300000,4427900,4200000,3851300,54200000,52354200,73295880,20941680
BMW AG,08-2019,21600000,21287500,11700000,11843000,8100000,7672200,7000000,6773500,3900000,4643100,3900000,4205600,56200000,56424900,78994860,22569960
BMW AG,09-2019,21500000,20483600,11300000,11791800,7600000,7809800,5800000,6157700,4200000,4129500,3900000,4164100,54300000,54536500,76351100,21814600
BMW AG,10-2019,22000000,20708300,10800000,11514200,7800000,7514900,6800000,6741300,4200000,4319300,3900000,3939700,55500000,54737700,76632780,21895080
BMW AG,11-2019,22300000,20039100,10500000,11076900,7100000,6864600,7100000,6410400,3800000,4829900,4500000,3837000,55300000,53057900,74281060,21223160
BMW AG,12-2019,22400000,21286900,11300000,11742900,7500000,7804900,6500000,6614700,4100000,4373600,4500000,4251100,56300000,56074100,78503740,22429640
BMW AG,01-2020,22100000,19533600,10500000,10975400,7100000,7311900,6600000,6031700,3800000,4357000,3900000,3703400,54000000,51913000,72678200,20765200
BMW AG,02-2020,21600000,20360500,10700000,11057700,7000000,7420700,5800000,6520700,4100000,4014600,4100000,3844700,53300000,53218900,74506460,21287560
BMW AG,03-2020,21900000,20799700,11700000,11537000,7700000,7661400,7100000,6774800,4100000,4554900,4500000,3864600,57000000,55192400,77269360,22076960
BMW AG,04-2020,22100000,19801900,10600000,10954000,7300000,6866200,6400000,6083800,4200000,4752900,4000000,4346100,54600000,52804900,73926860,21121960
BMW AG,05-2020,22300000,21006600,10600000,11202000,6500000,6861300,6000000,6355200,3900000,4176500,3500000,4021900,52800000,53623500,75072900,21449400
BMW AG,06-2020,21700000,20361400,11900000,11985700,7100000,7571300,7100000,6238200,4300000,4036200,4200000,3838000,56300000,54030800,75643120,21612320
BMW AG,07-2020,21900000,19934000,11100000,11671400,7600000,7012500,6200000,6327900,3800000,4150900,4600000,4011700,55200000,53108400,74351760,21243360
BMW AG,08-2020,22500000,21403300,11300000,11527200,7700000,7317500,6400000,5975400,3900000,4795800,3900000,4043600,55700000,55062800,77087920,22025120
BMW AG,09-2020,22200000,19706000,10600000,11374100,7700000,7221200,6100000,6097900,5000000,4087200,4700000,4251900,56300000,52738300,73833620,21095320
BMW AG,10-2020,21700000,21104800,12500000,11584600,6600000,7051200,6400000,6527600,4500000,4665900,4400000,3743000,56100000,54677100,76547940,21870840
BMW AG,11-2020,21900000,21710200,12100000,11576800,7200000,7885500,6800000,6280400,4700000,4830900,3500000,3770100,56200000,56053900,78475460,22421560
BMW AG,12-2020,22200000,19625200,12400000,11418700,7400000,7053400,6000000,6347400,4300000,4048800,3700000,4202800,56000000,52696300,73774820,21078520
BMW AG,01-2021,21800000,19702500,11500000,11022500,7300000,7449600,6500000,6156200,5100000,4806700,4100000,3909900,56300000,53047400,74266360,21218960
BMW AG,02-2021,22100000,21635800,12200000,11360200,7000000,7741100,6200000,6520900,4700000,4590300,3600000,3841100,55800000,55689400,77965160,22275760
BMW AG,03-2021,21600000,20588400,11700000,11588900,6900000,7493000,6900000,6414000,5100000,4870400,3700000,3717800,55900000,54672500,76541500,21869000
BMW AG,04-2021,21700000,21920000,12400000,11915600,6500000,7215100,7000000,6732400,4000000,4528800,4500000,4394200,56100000,56706100,79388540,22682440
BMW AG,05-2021,22300000,21394100,11700000,11379900,7900000,7864300,6900000,6169900,4000000,4111300,3900000,4116700,56700000,55036200,77050680,22014480
BMW AG,06-2021,21800000,21960500,12200000,11751500,6900000,6987700,6200000,6631300,4800000,4500600,4400000,4141900,56300000,55973500,78362900,22389400
BMW AG,07-2021,22200000,20924400,11800000,11293600,8100000,6949400,6600000,6469900,4000000,4737900,4200000,3959600,56900000,54334800,76068720,21733920
BMW AG,08-2021,22100000,20347400,12500000,11418700,7000000,7629600,6900000,6406400,5100000,4031000,4500000,3853100,58100000,53686200,75160680,21474480
BMW AG,09-2021,21500000,20626500,12100000,11923100,8100000,7068000,5800000,6412200,4500000,4417600,4700000,3949400,56700000,54396800,76155520,21758720
BMW AG,10-2021,22500000,20647000,10700000,11096900,7000000,7662600,6400000,6178500,4600000,4174300,3500000,4055600,54700000,53814900,75340860,21525960
BMW AG,11-2021,21700000,19930600,11500000,11855700,7100000,6993000,5800000,6196600,3900000,4570800,4200000,4252800,54200000,53799500,75319300,21519800
BMW AG,12-2021,22400000,21177800,11800000,11661000,7900000,7171500,6200000,6595500,5000000,4683200,4000000,4388200,57300000,55677200,77948080,22270880
BMW AG,01-2022,21600000,19889500,12300000,11974900,8000000,7313100,6100000,6128400,4300000,4644700,4200000,4013700,56500000,53964300,75550020,21585720
BMW AG,02-2022,21900000,19759600,11400000,11324800,7400000,6725400,5900000,6175100,4300000,4445400,4000000,4325000,54900000,52755300,73857420,21102120
BMW AG,03-2022,22200000,21944000,12400000,11841200,7300000,7519300,5900000,5992300,4500000,4093700,4700000,3827700,57000000,55218200,77305480,22087280
BMW AG,04-2022,22400000,20201900,12100000,11392400,8100000,7423600,6900000,6424400,4600000,4495500,4300000,3871800,58400000,53809600,75333440,21523840
BMW AG,05-2022,21600000,19687600,11000000,11179400,7400000,7510800,7100000,6143000,4200000,4799700,4000000,4466900,55300000,53787400,75302360,21514960
BMW AG,06-2022,22400000,20477100,11200000,11331800,7100000,7772600,5800000,6083100,5000000,4457300,3700000,4216000,55200000,54337900,76073060,21735160
BMW AG,07-2022,21900000,19552400,12200000,11123300,7800000,7697900,6400000,6173400,3900000,4236900,3500000,3778300,55700000,52562200,73587080,21024880
BMW AG,08-2022,22400000,20498500,12400000,11097600,6600000,6750400,5800000,6358100,4600000,4128700,4600000,3749500,56400000,52582800,73615920,21033120
BMW AG,09-2022,21900000,20932700,10600000,11925100,7600000,6713000,6100000,6617900,4500000,4644700,4400000,4403200,55100000,55236600,77331240,22094640
